群名,群类别,群人数,消息数,稠密度,性别比,平均年龄,年龄差,地域集中度,手机比例,会话数,无回应比例,夜聊比例,图片比例
**吉修友会之厦华电视,5.0,92.0,70.0,0.00752508361204,0.875,32.5128205128,8.62575688205,0.170731707317,0.0,1.0,0.0,1.0,0.0
**防群,5.0,103.0,14.0,0.0150390253189,0.757894736842,31.1076923077,4.2755947024,0.528571428571,0.0,13.0,1.0,0.0714285714286,0.0
Marketing,5.0,80.0,10.0,0.0183544303797,0.533333333333,29.776119403,3.87421978866,0.228571428571,0.0,1.0,1.0,0.0,0.0
**国饲料技术品管群,5.0,271.0,8069.0,0.0226048927156,0.665427509294,32.0426356589,6.00340052466,0.135338345865,0.150452348494,373.0,0.345844504021,0.0603993550788,0.0229272524476
**防监控器材交易群,5.0,61.0,14.0,0.0273224043716,0.586206896552,28.5681818182,3.81025963845,0.723404255319,0.0714285714286,10.0,1.0,0.0714285714286,0.0
**准件订货中心,5.0,93.0,24.0,0.0128564749883,0.785714285714,28.775862069,5.93075881476,0.475409836066,0.5,17.0,1.0,0.0869565217391,0.0
**型-设计-创业,5.0,52.0,2.0,0.0230015082956,0.911111111111,29.5641025641,4.73825063356,0.35,1.0,1.0,1.0,0.0,0.0
**尿病产品集中营②群,5.0,123.0,15.0,0.0207916833267,0.672268907563,33.2394366197,7.40092264658,0.16,0.0,13.0,0.923076923077,0.2,0.0
IC,5.0,71.0,34.0,0.0154929577465,0.774193548387,29.875,5.88297331288,0.82,0.0,28.0,0.964285714286,0.235294117647,0.0
It,5.0,66.0,51.0,0.2662004662,0.333333333333,14.65,5.32861770694,0.934426229508,0.352941176471,18.0,0.666666666667,0.274509803922,0.0196078431373
**妹广东广西团队,5.0,67.0,360.0,0.241293532338,0.492537313433,24.8412698413,5.62648597432,0.863636363636,0.0694444444444,94.0,0.553191489362,0.0472222222222,0.0
**示器维修联盟,5.0,69.0,19.0,0.022378516624,0.939393939394,33.0,8.05700032501,0.15,0.0,4.0,0.75,0.0526315789474,0.0
**国船员在线,5.0,107.0,400.0,0.0267148651032,0.565656565657,30.7042253521,6.77275895308,0.25,0.0,197.0,0.725888324873,0.025,0.0
**北安防监控技术,5.0,96.0,127.0,0.0202850877193,0.784946236559,29.2950819672,5.21141327012,0.461538461538,0.0,107.0,0.915887850467,0.0393700787402,0.0
**苏网管协会南京总部,5.0,152.0,47.0,0.0136807249913,0.861538461538,29.0769230769,4.91013925013,0.788461538462,0.0851063829787,13.0,0.769230769231,0.31914893617,0.0
**脑组装维修,5.0,120.0,203.0,0.00364145658263,0.698924731183,27.6571428571,7.95861745762,0.3,0.00985221674877,149.0,0.906040268456,0.0246305418719,0.0
IT交流群,5.0,182.0,275.0,0.0213101815312,0.721893491124,28.6198347107,4.87234767576,0.653225806452,0.0,182.0,0.851648351648,0.00727272727273,0.0
**海迪蓝涂镀交流一区,5.0,124.0,28.0,0.0362575399948,0.713114754098,30.618556701,6.86458609435,0.848484848485,0.0,24.0,0.875,0.0,0.0
**印耗材交流群,5.0,143.0,1.0,0.0483600906136,0.535714285714,30.9090909091,7.16309411884,0.978417266187,0.0,1.0,1.0,1.0,0.0
**墨外贸服务区,5.0,681.0,1984.0,0.0013820506176,0.64381270903,27.8046357616,6.31000296752,0.410575427683,0.0771169354839,523.0,0.5965583174,0.103238866397,0.03125
HR沙龙01-营销公社,5.0,93.0,17.0,0.0119214586255,0.204545454545,28.5,5.57179251183,0.938271604938,0.0588235294118,9.0,0.666666666667,0.0588235294118,0.0
**花学习网（VIP18群？,5.0,690.0,4176.0,0.0029469300183,0.975073313783,28.5168195719,6.06530653815,0.202682563338,0.286398467433,339.0,0.469026548673,0.129009095261,0.00526819923372
**海外贸,5.0,159.0,69.0,0.004776689754,0.652173913043,27.49,5.25831722132,0.420560747664,0.115942028986,42.0,0.97619047619,0.227272727273,0.0
TOYS,5.0,610.0,2624.0,0.0109854908611,0.310580204778,25.8987854251,5.82486281941,0.965641952984,0.00990853658537,449.0,0.387527839644,0.0110729285987,0.0499237804878
**科IT,5.0,195.0,184.0,0.00880253766852,0.730769230769,26.7142857143,5.38895317539,0.78431372549,0.0597826086957,100.0,0.95,0.0331491712707,0.0
PCB,5.0,125.0,43.0,0.0157419354839,0.808333333333,28.0476190476,3.78312280274,0.657657657658,0.255813953488,17.0,0.529411764706,0.186046511628,0.0
**车-1群,5.0,115.0,74.0,0.0365369946606,0.857142857143,29.8481012658,6.12545758062,0.385542168675,0.0810810810811,42.0,0.928571428571,0.027397260274,0.0
**都SONY，苹果(批发),5.0,113.0,632.0,0.0325537294564,0.738738738739,29.2947368421,5.07599859859,0.343434343434,0.0,358.0,0.759776536313,0.115506329114,0.0
EPSON大幅面打印机贸易,5.0,256.0,729.0,0.0492493872549,0.840163934426,29.4605263158,6.54761398112,0.373983739837,0.0658436213992,241.0,0.647302904564,0.0510344827586,0.0411522633745
lenovo联想分销资源平台,5.0,55.0,2.0,0.0279461279461,0.814814814815,31.2173913043,5.81195560696,1.0,0.0,2.0,1.0,0.5,0.0
**安lenovo联想,5.0,93.0,1.0,0.0314399251987,0.663043478261,33.3506493506,5.3276203449,0.882352941176,0.0,1.0,1.0,0.0,0.0
**龙江IT【外地业务】,5.0,96.0,18.0,0.0455043859649,0.694117647059,31.3768115942,6.5587676672,0.756756756757,0.388888888889,9.0,1.0,0.111111111111,0.0
**脑维修技术交流总群,5.0,91.0,6.0,0.00989010989011,0.872093023256,28.0410958904,4.45506747382,0.243243243243,0.0,5.0,1.0,0.0,0.0
**州现代(IT),5.0,112.0,78.0,0.0229247104247,0.682352941176,29.4375,4.92403226533,0.731343283582,0.333333333333,58.0,1.0,0.041095890411,0.0
**家庄万博成套电气,5.0,65.0,16.0,0.0103365384615,0.6,28.2857142857,4.93908471512,0.340909090909,0.0,14.0,1.0,0.0,0.0
**风智能经销商群,5.0,67.0,99.0,0.0836725463591,0.846153846154,28.6825396825,5.83319835715,0.893939393939,0.0505050505051,81.0,0.962962962963,0.0707070707071,0.030303030303
**记本内置无线网卡,5.0,95.0,14.0,0.011758118701,0.808988764045,28.7611940299,4.09619245204,0.676056338028,0.0,14.0,1.0,0.0,0.0
**矿地产青年家园,5.0,112.0,90.0,0.252493564994,0.728971962617,30.25,6.14715381294,0.961538461538,0.0,18.0,0.555555555556,0.0,0.0444444444444
**京印刷,5.0,93.0,36.0,0.00783076203834,0.747126436782,29.46875,6.2997240763,0.371428571429,0.0,29.0,0.965517241379,0.0,0.0
Everspry,5.0,57.0,465.0,0.328634085213,0.732142857143,30.1272727273,5.31226555146,0.946428571429,0.148387096774,111.0,0.477477477477,0.0344827586207,0.00645161290323
**南校友联谊会,5.0,136.0,22.0,0.0314270152505,0.623931623932,23.6574074074,3.30589271027,0.788990825688,0.454545454545,7.0,1.0,0.0,0.0
2006级高一九班,5.0,68.0,29.0,0.25636523266,0.508196721311,26.0491803279,0.798076160304,0.803278688525,0.172413793103,1.0,0.0,0.0,0.0
**圳聚合物电□采销,5.0,161.0,1188.0,0.0106754658385,0.779527559055,28.682692307700002,8.20912300089,0.827586206897,0.0361952861953,399.0,0.681704260652,0.162001696353,0.0
**金电力,5.0,103.0,49.0,0.135160860461,0.629213483146,29.8846153846,6.43703381529,0.9125,0.163265306122,33.0,0.909090909091,0.142857142857,0.0408163265306
**星电子太原办,5.0,71.0,263.0,0.398993963783,0.571428571429,30.1911764706,3.56971473956,0.557142857143,0.0684410646388,26.0,0.461538461538,0.0456273764259,0.0342205323194
**的家庭中央空调,5.0,53.0,10.0,0.0159651669086,0.816326530612,28.875,5.32535210104,0.425,0.0,10.0,1.0,0.0,0.0
**融投资会员F,5.0,112.0,14.0,0.0157657657658,0.588785046729,32.2346938776,7.09095575206,0.128712871287,0.0,6.0,0.5,0.0,0.0
**略成都HR俱乐部,5.0,410.0,718.0,0.0100661935715,0.367245657568,29.8677248677,5.24212340438,0.843828715365,0.0487465181058,170.0,0.582352941176,0.058495821727,0.00696378830084
**视器,5.0,55.0,80.0,0.0185185185185,0.711538461538,28.6774193548,6.24957854979,0.838709677419,0.0,63.0,0.968253968254,0.05,0.0375
**川【家电维修】,5.0,78.0,12.0,0.00682650682651,0.929577464789,31.8305084746,6.95786968755,0.440677966102,0.583333333333,7.0,0.857142857143,0.583333333333,0.0
**苏省汽车装潢群,5.0,92.0,161.0,0.0157668418538,0.802325581395,28.9827586207,5.69177076655,0.34375,0.0186335403727,147.0,0.925170068027,0.155279503106,0.0
**充电脑城商家协会,5.0,224.0,292.0,0.0656630365151,0.792792792793,30.3693181818,5.21524988407,0.931578947368,0.0102739726027,137.0,0.897810218978,0.00342465753425,0.0445205479452
**售，求购铝板带材,5.0,247.0,196.0,0.010631644778,0.798206278027,28.7912621359,6.04113097487,0.288372093023,0.0918367346939,106.0,0.764150943396,0.0102040816327,0.0459183673469
ITIL/ITSM交流高级群3,5.0,197.0,62.0,0.015979488242,0.854922279793,31.0857142857,4.80221037542,0.252808988764,0.177419354839,23.0,0.913043478261,0.0161290322581,0.0
**脑知识讨论群一号,5.0,149.0,56.0,0.00594050426265,0.78,26.5428571429,5.21723986766,0.194444444444,0.0178571428571,16.0,1.0,0.0178571428571,0.0
**沫模具制造,5.0,88.0,282.0,0.0855538140021,0.964705882353,27.4871794872,5.42487998152,0.317073170732,0.276595744681,52.0,0.788461538462,0.102836879433,0.00354609929078
**雕电脑雕刻刀,5.0,96.0,37.0,0.0175438596491,0.815789473684,31.3230769231,5.84704446657,0.223880597015,0.0,7.0,1.0,0.027027027027,0.0
**国玉雕,5.0,313.0,196.0,0.00552961415581,0.861209964413,27.7468879668,7.27342692807,0.194331983806,0.188775510204,57.0,0.754385964912,0.214285714286,0.0714285714286
PCB.测试架.钻孔,5.0,71.0,52.0,0.0277665995976,0.794117647059,25.85,4.97602585738,0.861538461538,0.0576923076923,23.0,0.782608695652,0.192307692308,0.0192307692308
**IT百强★行业平台】,5.0,94.0,1.0,0.0120109814688,0.755319148936,30.9534883721,7.04455418357,0.909090909091,0.0,1.0,1.0,0.0,0.0
9mm超薄7寸数码相框,5.0,82.0,17.0,0.0426076482987,0.684931506849,31.320754717,5.68604244406,0.857142857143,0.0,14.0,1.0,0.0,0.0
**禄ACER-RP分销群,5.0,103.0,124.0,0.102893584618,0.823529411765,30.2105263158,6.98101898284,1.0,0.120967741935,20.0,0.65,0.0,0.0
**草明苑学习俱乐部,5.0,165.0,2257.0,0.00868440502587,0.48125,33.8206896552,9.8846233532,0.94375,0.361541869739,177.0,0.474576271186,0.0500664599025,0.0443066016837
**江挖机配件商城,5.0,102.0,19.0,0.0187342263638,0.815217391304,29.6285714286,5.69001990599,0.380281690141,0.0526315789474,15.0,1.0,0.0526315789474,0.0526315789474
**州服装交流群,5.0,92.0,22.0,0.0378643096034,0.621621621622,27.1791044776,4.77845092346,0.771428571429,0.0909090909091,6.0,0.333333333333,0.0454545454545,0.0
**筑玻璃A群,5.0,89.0,7.0,0.0100868232891,0.895348837209,29.8947368421,5.41095124279,0.1375,0.428571428571,6.0,1.0,0.285714285714,0.0
**州胶水行业交流群,5.0,279.0,755.0,0.00795492638148,0.75390625,29.0471698113,5.05979728782,0.447368421053,0.152317880795,376.0,0.609042553191,0.115231788079,0.0172185430464
**连空运代理交流群,5.0,60.0,28.0,0.0333333333333,0.71186440678,27.9183673469,5.69581563095,0.396226415094,0.0714285714286,11.0,0.636363636364,0.0357142857143,0.0
**码调色、设计交流群,5.0,192.0,11.0,0.00812609075044,0.668918918919,28.188976378,5.35029954782,0.0977443609023,0.0909090909091,8.0,1.0,0.272727272727,0.0909090909091
**影之友,5.0,86.0,5.0,0.00998632010944,0.826086956522,33.2807017544,9.28449827828,0.360655737705,0.8,2.0,1.0,0.333333333333,0.2
**果行业供应商1,5.0,385.0,216.0,0.00919913419913,0.867374005305,29.6724738676,6.1176652146,0.188356164384,0.087962962963,150.0,0.866666666667,0.185185185185,0.00462962962963
**告精英,5.0,57.0,25.0,0.166666666667,0.75,30.7735849057,7.89946620942,0.907407407407,0.0,22.0,0.954545454545,0.08,0.0
yy215.com爽到不行_~,5.0,98.0,5332.0,0.0453397853987,0.577464788732,32.25,7.24827565701,0.837209302326,0.00281320330083,215.0,0.562790697674,0.0148217636023,0.0
**环线圈电感变压器群,5.0,500.0,1826.0,0.0142925851703,0.824489795918,29.1126126126,6.22121649002,0.755230125523,0.130887185104,613.0,0.548123980424,0.095785440613,0.0553121577218
**州福特总会,5.0,203.0,286.0,0.0994732478174,0.781420765027,28.0253164557,6.1241887782,0.217647058824,0.0979020979021,134.0,0.783582089552,0.0729927007299,0.0034965034965
Microsoft,5.0,158.0,15.0,0.00326533903088,0.914285714286,28.3968253968,4.92495969701,0.1796875,0.0666666666667,10.0,1.0,0.2,0.0666666666667
**鑫镀锌热轧下载2群,5.0,241.0,4059.0,0.0199861687414,0.700854700855,29.6114649682,6.2999845127,0.755813953488,0.0,442.0,0.52036199095,0.0369549150037,0.0
**东网架论坛,5.0,106.0,19.0,0.0151841868823,0.75641025641,30.4561403509,6.18450291706,0.237288135593,0.105263157895,9.0,1.0,0.0526315789474,0.0
**密模具&配件制造,5.0,424.0,662.0,0.00467237610955,0.798898071625,28.2516339869,6.11160478241,0.5625,0.0876132930514,368.0,0.66847826087,0.0862329803328,0.0211480362538
**南水质,5.0,107.0,176.0,0.126520895786,0.547169811321,35.2450980392,6.84339709603,0.96261682243,0.0454545454545,49.0,0.591836734694,0.0,0.0170454545455
**阳科技,5.0,66.0,176.0,0.307692307692,0.621212121212,27.4696969697,4.76801113791,0.939393939394,0.0340909090909,51.0,0.529411764706,0.0909090909091,0.0
QS生产许可证,5.0,277.0,1294.0,0.00406791189243,0.709543568465,30.2378640777,7.13508515002,0.157407407407,0.110510046368,105.0,0.571428571429,0.0225155279503,0.00695517774343
**州医药采购批发信息,5.0,71.0,72.0,0.0140845070423,0.816901408451,33.2826086957,6.44934456892,0.354166666667,0.0,52.0,1.0,0.180555555556,0.0
**三角金属蚀刻,5.0,114.0,72.0,0.019872690576,0.71875,28.5617977528,5.45452097028,0.688888888889,0.361111111111,46.0,0.95652173913,0.0151515151515,0.0138888888889
**械设备,5.0,427.0,13287.0,0.00325449967565,0.731414868106,27.8902077151,5.57467186709,0.304709141274,0.0169338451118,360.0,0.402777777778,0.00421496311907,0.0724768570783
GE,5.0,128.0,53.0,0.0455831692913,0.887096774194,32.0654205607,6.78958937555,0.163636363636,0.490566037736,34.0,0.911764705882,0.0652173913043,0.0
**脑技术,5.0,60.0,15.0,0.0152542372881,0.890909090909,25.12,4.34345484609,0.196078431373,0.0666666666667,6.0,0.833333333333,0.466666666667,0.0
**友学习交流资料群,5.0,206.0,81.0,0.0173573289131,0.378640776699,34.8144329897,8.29585649513,0.915841584158,0.0493827160494,13.0,0.461538461538,0.185185185185,0.0
**车美容交流群,5.0,217.0,26.0,0.00211213517665,0.758333333333,26.7586206897,5.99418399581,0.224719101124,0.346153846154,16.0,0.9375,0.08,0.115384615385
**宁电脑,5.0,60.0,46.0,0.0570621468927,0.75,28.6585365854,8.03835244646,0.822222222222,0.0869565217391,27.0,0.888888888889,0.152173913043,0.0
**防监控,5.0,207.0,126.0,0.00590966652596,0.795918367347,28.2603550296,6.55723295422,0.410112359551,0.0396825396825,99.0,0.868686868687,0.0793650793651,0.015873015873
**学生钢琴联谊A,5.0,126.0,37.0,0.0064126984127,0.549450549451,25.4142857143,5.1588837584,0.36,0.135135135135,27.0,0.851851851852,0.305555555556,0.0
**中理八混合版,5.0,64.0,53.0,0.256944444444,0.803278688525,24.0172413793,0.730879944629,0.224137931034,0.452830188679,12.0,0.583333333333,0.0566037735849,0.0188679245283
**皇岛企业,5.0,119.0,225.0,0.00968523002421,0.62962962963,28.0454545455,7.10459053089,0.765957446809,0.164444444444,79.0,0.835443037975,0.0960698689956,0.00888888888889
**山陶企平面设计师群,5.0,141.0,310.0,0.0290780141844,0.628787878788,28.9140625,4.82348963367,0.917293233083,0.125806451613,63.0,0.587301587302,0.0322580645161,0.0129032258065
**州科技一条街,5.0,167.0,136.0,0.018829810259,0.708860759494,28.5794392523,4.32561892968,0.681818181818,0.0,103.0,0.873786407767,0.0514705882353,0.0220588235294
CCTV安防监控中心(二）,5.0,208.0,155.0,0.0107534373839,0.742574257426,29.4198895028,6.32284658505,0.317204301075,0.0193548387097,121.0,0.900826446281,0.0322580645161,0.0258064516129
X-GAME策划团正式群,5.0,70.0,744.0,0.175362318841,0.671875,27.6949152542,3.84114317945,0.611940298507,0.0241935483871,206.0,0.519417475728,0.161290322581,0.00268817204301
**国汽车配件网,5.0,93.0,9.0,0.0146096306685,0.780487804878,31.0454545455,6.25574116478,0.147058823529,0.222222222222,9.0,1.0,0.0,0.0
**星主板-鑫益嘉显卡,5.0,105.0,30.0,0.00952380952381,0.723684210526,29.5614035088,5.33777515864,0.689655172414,0.0,15.0,1.0,0.0,0.0
**众达二级渠道,5.0,83.0,393.0,0.0831619159565,0.734939759036,29.3376623377,6.16991104697,0.939024390244,0.00508905852417,104.0,0.663461538462,0.0127226463104,0.0152671755725
**维水泥板行业交流群,5.0,310.0,818.0,0.0258273306191,0.848684210526,31.6088560886,7.74561862711,0.166101694915,0.385085574572,207.0,0.685990338164,0.138650306748,0.0110024449878
**州日丰三星AOC,5.0,111.0,89.0,0.0120393120393,0.792682926829,27.8955223881,4.81333448933,0.671428571429,0.0449438202247,66.0,0.878787878788,0.0574712643678,0.0
**国数控机床销售服务,5.0,117.0,43.0,0.0179045092838,0.831578947368,29.9259259259,6.48412644445,0.188235294118,0.186046511628,19.0,1.0,0.093023255814,0.0
**购避风港（LED）,5.0,74.0,5.0,0.0542391706775,0.458333333333,29.8125,5.65098166251,0.681818181818,0.2,5.0,1.0,0.0,0.0
**北·IT圈,5.0,96.0,427.0,0.0260964912281,0.704545454545,29.0666666667,5.65940711461,0.772727272727,0.0,171.0,0.923976608187,0.0,0.0
2013武汉帮在广州,5.0,84.0,86.0,0.0114744693058,0.638554216867,24.1807228916,2.95811963358,0.530120481928,0.209302325581,15.0,0.466666666667,0.0232558139535,0.0
**台灯光音响采购群,5.0,78.0,443.0,0.0101565101565,0.74025974026,29.2222222222,6.46220868539,0.605633802817,0.0428893905192,224.0,0.910714285714,0.151241534989,0.0158013544018
**晶屏交流,5.0,84.0,98.0,0.0448938611589,0.769230769231,30.4655172414,5.94287610981,0.854838709677,0.0,92.0,1.0,0.0918367346939,0.0
**阳厨师界联盟,5.0,168.0,306.0,0.011120615911,0.836879432624,26.6532258065,6.13430906123,0.772727272727,0.447712418301,118.0,0.906779661017,0.0810810810811,0.00326797385621
**业设备备件二手群,5.0,97.0,11.0,0.0129939862543,0.818181818182,30.9230769231,7.4385848371,0.223880597015,0.0,8.0,1.0,0.181818181818,0.0
**客联盟,5.0,94.0,64.0,0.00709219858156,0.836956521739,22.3150684932,4.91259692596,0.16,0.796875,24.0,0.791666666667,0.234375,0.0625
**~一晟展示器材公司,5.0,64.0,2.0,0.0302579365079,0.708333333333,29.3636363636,6.72880817858,0.555555555556,0.0,2.0,1.0,0.0,0.0
**西厨师俱乐部,5.0,147.0,106.0,0.0319634703196,0.926470588235,26.776,5.92062699382,0.825396825397,0.61320754717,64.0,0.890625,0.4,0.0188679245283
**通移动资源主群,5.0,195.0,1390.0,0.109569125033,0.849740932642,30.8224852071,6.00230456541,0.352272727273,0.0,530.0,0.650943396226,0.0848920863309,0.0
**州三和数码,5.0,55.0,21.0,0.0319865319865,0.770833333333,30.125,5.13900525394,0.731707317073,0.0,13.0,0.923076923077,0.238095238095,0.333333333333
**港进口-深圳精英群,5.0,142.0,136.0,0.0452002796923,0.741007194245,30.1212121212,6.63061879476,0.825242718447,0.0,119.0,0.882352941176,0.0147058823529,0.0
**南暖通,5.0,80.0,108.0,0.0208860759494,0.898734177215,29.4583333333,7.62659364038,0.48,0.0925925925926,58.0,0.896551724138,0.194444444444,0.0185185185185
**城IT县市渠道,5.0,113.0,462.0,0.0399810366625,0.72380952381,29.8941176471,5.24690055156,0.831460674157,0.025974025974,224.0,0.794642857143,0.00865800865801,0.0
**说花式铁板烧俱乐部,5.0,293.0,178.0,0.0240544204965,0.875968992248,25.6265560166,3.89296100679,0.145748987854,0.398876404494,115.0,0.878260869565,0.0710059171598,0.0
**尔实况足球俱乐部,5.0,74.0,814.0,0.0349870418364,0.986111111111,22.0136986301,4.33366291552,0.150684931507,0.218673218673,33.0,0.363636363636,0.031941031941,0.00614250614251
**影精英,5.0,86.0,4.0,0.0250341997264,0.58,24.0434782609,3.9670190415,0.760869565217,0.25,4.0,1.0,0.5,0.0
**阜电脑综合交流群,5.0,203.0,959.0,0.0344583719456,0.712871287129,27.3962264151,4.38840505965,0.89349112426,0.0,411.0,0.666666666667,0.0333680917623,0.0677789363921
**脑维修群(天津),5.0,119.0,58.0,0.00470018515881,0.826086956522,28.4457831325,8.51540490947,0.186046511628,0.241379310345,41.0,0.90243902439,0.111111111111,0.0
**宁友佳技术支持,5.0,127.0,24.0,0.0396825396825,0.33064516129,34.8114754098,9.24292548892,0.952,0.0,10.0,0.8,0.0,0.0
**东农资经销群,5.0,261.0,311.0,0.00735337459475,0.84126984127,31.1493506494,8.14222796302,0.53164556962,0.032154340836,223.0,0.860986547085,0.109677419355,0.048231511254
**晒摩托车公司,5.0,54.0,2.0,0.111111111111,0.730769230769,30.6666666667,6.55532014643,0.84,0.5,2.0,1.0,0.5,0.5
**林巴斯相机配件,5.0,115.0,454.0,0.119221967963,0.846846846847,30.4897959184,6.40670073002,0.413461538462,0.0154185022026,287.0,0.700348432056,0.0376940133038,0.0
**国大宗商品电子交易,5.0,132.0,46.0,0.0168285912561,0.776,29.8461538462,7.33488290194,0.222222222222,0.0869565217391,14.0,1.0,0.111111111111,0.0
**南电脑网*e人天地0,5.0,87.0,83.0,0.0232558139535,0.857142857143,29.6612903226,4.72106995933,0.9375,0.0120481927711,78.0,0.987179487179,0.0361445783133,0.0
**北铺螺丝调货群,5.0,338.0,6359.0,0.00924446473408,0.814024390244,26.8838709677,6.5391671944,0.556574923547,0.545997798396,702.0,0.340455840456,0.18427672956,0.0474917439849
**鼎记,5.0,377.0,16.0,0.00190473503019,0.76124567474,23.6281407035,6.00438801523,0.155339805825,0.1875,13.0,0.923076923077,0.25,0.0
**货实战交流群,5.0,100.0,341.0,0.00383838383838,0.907216494845,32.1648351648,7.17790219478,0.135416666667,0.126099706745,58.0,0.637931034483,0.287390029326,0.0
**板贸易,5.0,151.0,1985.0,0.015055187638,0.606666666667,29.6385542169,6.14989139536,0.511627906977,0.0,348.0,0.758620689655,0.0372795969773,0.0
**安IT联盟,5.0,112.0,353.0,0.00925032175032,0.858490566038,25.7446808511,4.84205023002,0.701030927835,0.0226628895184,223.0,0.834080717489,0.0821529745042,0.0028328611898
**州掘金贸易,5.0,304.0,479.0,0.0242530832031,0.665540540541,31.3003533569,6.56779538893,0.969696969697,0.148225469729,141.0,0.595744680851,0.0480167014614,0.0062630480167
**刻技术群,5.0,78.0,34.0,0.020313020313,0.774647887324,28.9672131148,6.74832635745,0.344262295082,0.0,19.0,1.0,0.0,0.0
**益电子公司交流团,5.0,60.0,45.0,0.0598870056497,0.653846153846,24.9268292683,3.07142807734,0.439024390244,0.511111111111,6.0,0.666666666667,0.0,0.0
**友数码部落,5.0,803.0,53604.0,0.000860240432543,0.845268542199,24.1722365039,6.69371422793,0.137279596977,0.814323557943,624.0,0.323717948718,0.237251416509,0.0218267293486
**蓝海网盟』,5.0,55.0,8.0,0.166666666667,0.849056603774,30.7021276596,6.12255993469,0.914893617021,0.625,6.0,1.0,0.0,0.125
**北明鑫丰田本田尼桑,5.0,53.0,19.0,0.0126995645864,0.80487804878,29.2702702703,8.67630712529,0.25641025641,0.0,16.0,0.9375,0.0,0.157894736842
**英制品交易平台,5.0,57.0,67.0,0.0585839598997,0.789473684211,28.56,7.83111741707,0.423076923077,0.044776119403,46.0,0.869565217391,0.0597014925373,0.34328358209
**沂四小09级9班,5.0,83.0,130.0,0.0603878930356,0.444444444444,24.1323529412,12.3358688048,0.985915492958,0.269230769231,51.0,0.78431372549,0.292307692308,0.0384615384615
**越同行批发群,5.0,182.0,38.0,0.100145710643,0.911111111111,28.6369047619,5.1413653866,0.988439306358,0.0789473684211,26.0,0.923076923077,0.131578947368,0.0
**台科技市场3群,5.0,126.0,585.0,0.0155555555556,0.783333333333,28.8865979381,6.08170535067,0.93,0.0017094017094,299.0,0.809364548495,0.0717948717949,0.0102564102564
**津管材群,5.0,286.0,639.0,0.00428168322905,0.703056768559,27.5561497326,6.60503795234,0.253807106599,0.0203442879499,279.0,0.770609318996,0.0423197492163,0.0109546165884
**强打印耗材渠道群,5.0,138.0,1389.0,0.149158997144,0.696296296296,29.8666666667,5.16778789677,0.925,0.0187185025198,432.0,0.435185185185,0.00575953923686,0.00287976961843
**缘ぁァ六班,5.0,69.0,1.0,0.380647911338,0.264705882353,23.0344827586,0.946236050622,0.827586206897,0.0,1.0,1.0,0.0,1.0
Chatting,5.0,93.0,73.0,0.0128564749883,0.522388059701,28.0350877193,6.83121039924,0.241379310345,0.0,7.0,0.857142857143,0.0,0.164383561644
**子设计,5.0,111.0,24.0,0.0104013104013,0.89156626506,27.5,5.24669207957,0.306666666667,0.0,8.0,0.875,0.04,0.0
**记本配件交流超市,5.0,410.0,512.0,0.0211640527163,0.648379052369,27.9105058366,5.12525661661,0.619565217391,0.041015625,294.0,0.707482993197,0.0430528375734,0.0
67276673\r,5.0,89.0,8.0,0.0294943820225,0.578313253012,36.1212121212,11.2795271117,0.819444444444,0.0,5.0,0.6,0.0,0.0
**州豪杰一,5.0,161.0,271.0,0.0731754658385,0.814102564103,28.0945945946,5.39311101844,0.980769230769,0.00369003690037,94.0,0.904255319149,0.029520295203,0.0110701107011
**king灬皇族彡,5.0,82.0,51.0,0.0146040349292,0.769230769231,16.3611111111,3.86690213204,0.283783783784,0.294117647059,9.0,0.555555555556,0.04,0.0
**—蟹—和谐,5.0,83.0,152.0,0.159565089627,0.722891566265,35.7407407407,7.92679123002,0.987951807229,0.0657894736842,35.0,0.771428571429,0.0657894736842,0.0
**城电脑同行,5.0,84.0,45.0,0.0533562822719,0.886075949367,30.5540540541,5.41305202389,0.907894736842,0.0222222222222,30.0,0.966666666667,0.111111111111,0.0222222222222
**国服装服饰群英会,5.0,276.0,954.0,0.0180105401845,0.652014652015,29.3253012048,6.37661723794,0.578947368421,0.199161425577,111.0,0.63963963964,0.0283018867925,0.0440251572327
**国POS收银二群,5.0,137.0,90.0,0.0203950193216,0.779411764706,30.6178861789,8.30076921228,0.121212121212,0.0444444444444,63.0,0.920634920635,0.0,0.344444444444
**林晶文打印机渠道群,5.0,131.0,57.0,0.0819729888432,0.761904761905,30.7606837607,5.29900744238,0.906779661017,0.368421052632,33.0,0.909090909091,0.0769230769231,0.19298245614
**货架设备联盟,5.0,123.0,42.0,0.0269225643076,0.760683760684,29.6705882353,6.27673244947,0.454545454545,0.047619047619,33.0,0.969696969697,0.19512195122,0.0
**拥钢铁天空,5.0,170.0,1800.0,0.0207796728159,0.700598802395,29.8230088496,5.7055012864,0.647058823529,0.000555555555556,308.0,0.652597402597,0.00166666666667,0.0
**莞模具机加工二,5.0,155.0,58.0,0.00435693338919,0.859504132231,28.2626262626,5.52786487465,0.714285714286,0.0689655172414,47.0,0.914893617021,0.155172413793,0.0
**讨论～,5.0,136.0,57.0,0.0191176470588,0.566176470588,36.5438596491,10.5299408963,0.90756302521,0.0877192982456,32.0,1.0,0.0701754385965,0.0
**州IT行业批发商,5.0,188.0,409.0,0.0120320855615,0.771084337349,27.8421052632,5.13259099332,0.832258064516,0.039119804401,205.0,0.834146341463,0.0537897310513,0.00488997555012
